customer_id,location,loyalty_score,signup_date
CUST0274,West,87,2022-05-16
CUST0275,East,32,2023-02-12
CUST0276,East,40,2022-09-23
CUST0277,Central,13,2020-11-13
CUST0278,East,84,2021-01-23
CUST0279,East,35,2021-08-30
CUST0280,East,5,2021-03-21
CUST0281,South,73,2020-04-29
CUST0282,Central,29,2023-04-01
CUST0283,North,70,2023-01-15
CUST0284,West,25,2020-05-04
CUST0285,North,95,2021-10-04
CUST0286,Central,22,2020-04-27
CUST0287,West,66,2020-04-12
CUST0288,Central,45,2023-04-11
CUST0289,East,69,2022-09-03
CUST0290,West,91,2022-10-26
CUST0291,East,89,2022-12-23
CUST0292,North,72,2020-11-18
CUST0293,North,1,2020-04-26
CUST0294,West,84,2022-11-06
CUST0295,West,44,2020-06-13
CUST0296,Central,87,2021-01-15
CUST0297,Central,96,2020-05-20
CUST0298,East,75,2023-05-03
CUST0299,West,39,2020-05-19
CUST0300,North,54,2021-04-26
CUST0301,Central,88,2022-04-06
CUST0302,Central,75,2020-09-02
CUST0303,North,29,2023-03-12
CUST0304,Central,54,2021-05-19
CUST0305,East,90,2023-03-31
CUST0306,West,16,2023-05-02
CUST0307,North,99,2020-03-22
CUST0308,West,20,2023-06-22
CUST0309,Central,46,2020-06-16
CUST0310,Central,67,2022-05-08
CUST0311,North,65,2023-04-10
CUST0312,East,58,2023-03-03
CUST0313,South,53,2022-12-06
CUST0314,North,1,2021-10-09
CUST0315,South,81,2021-06-18
CUST0316,South,66,2021-02-22
CUST0317,East,29,2021-10-05
CUST0318,South,84,2021-05-03
CUST0319,South,70,2021-06-27
CUST0320,East,8,2022-03-21
CUST0321,South,29,2020-09-25
CUST0322,South,51,2021-09-06
CUST0323,South,33,2022-07-25
CUST0324,North,3,2021-10-09
CUST0325,North,60,2020-05-28
CUST0326,North,35,2020-01-20
CUST0327,East,69,2022-07-27
CUST0328,Central,91,2023-06-26
CUST0329,South,76,2023-02-27
CUST0330,South,84,2020-07-23
CUST0331,East,20,2020-05-30
CUST0332,South,73,2023-01-06
CUST0333,North,39,2021-03-12
CUST0334,Central,4,2022-11-02
CUST0335,West,19,2021-06-27
CUST0336,South,91,2020-09-28
CUST0337,North,45,2021-12-15
CUST0338,West,43,2020-05-20
CUST0339,Central,13,2021-05-15
CUST0340,West,13,2022-01-26
CUST0341,North,60,2021-08-06
CUST0342,West,57,2020-11-19
CUST0343,East,86,2022-06-16
CUST0344,West,92,2023-01-17
CUST0345,South,52,2021-09-11
CUST0346,South,53,2023-06-06
CUST0347,East,86,2022-12-19
CUST0348,North,43,2020-01-17
CUST0349,South,83,2023-02-09
CUST0350,Central,72,2021-09-05
CUST0351,South,72,2020-07-31
CUST0352,South,42,2020-10-02
CUST0353,North,90,2021-06-25
CUST0354,West,26,2020-08-24
CUST0355,South,23,2020-08-07
CUST0356,East,43,2023-02-07
CUST0357,West,77,2020-11-14
CUST0358,Central,28,2021-07-11
CUST0359,North,9,2021-07-31
CUST0360,Central,20,2023-05-23
CUST0361,West,56,2021-03-07
CUST0362,West,83,2021-12-03
CUST0363,West,39,2021-02-20
CUST0364,Central,51,2023-07-22
CUST0365,West,12,2021-06-24
CUST0366,Central,79,2022-11-01
CUST0367,West,95,2022-09-27
CUST0368,East,55,2021-05-29
CUST0369,West,78,2020-04-14
CUST0370,Central,11,2020-07-08
CUST0371,South,26,2023-07-23
CUST0372,West,42,2022-05-17
CUST0373,South,27,2021-07-20
CUST0374,East,11,2020-03-31
CUST0375,North,38,2020-01-08
CUST0376,East,98,2021-11-14
CUST0377,West,43,2020-09-24
CUST0378,South,19,2021-06-20
CUST0379,South,64,2020-11-26
CUST0380,Central,6,2022-06-23
CUST0381,South,46,2023-02-03
CUST0382,Central,42,2022-05-25
CUST0383,North,92,2023-02-22
CUST0384,West,65,2020-01-20
CUST0385,Central,99,2020-08-17
CUST0386,North,72,2020-06-03
CUST0387,South,59,2020-11-01
CUST0388,South,52,2023-01-22
CUST0389,North,47,2020-03-14
CUST0390,South,7,2022-01-26
CUST0391,North,11,2023-04-07
CUST0392,Central,61,2023-02-05
CUST0393,Central,68,2020-10-30
CUST0394,North,25,2022-05-30
CUST0395,Central,12,2020-09-18
CUST0396,Central,26,2020-03-26
CUST0397,Central,12,2021-09-23
CUST0398,East,43,2022-01-16
CUST0399,West,51,2020-03-22
CUST0400,South,37,2022-01-02
CUST0401,East,46,2021-03-06
CUST0402,Central,53,2021-05-26
CUST0403,North,88,2020-07-29
CUST0404,Central,80,2021-12-25
CUST0405,West,13,2023-02-20
CUST0406,Central,89,2022-04-12
CUST0407,North,54,2023-06-25
CUST0408,West,57,2020-11-12
CUST0409,Central,4,2021-04-29
CUST0410,West,75,2020-11-28
CUST0411,South,96,2020-12-28
CUST0412,South,49,2022-04-24
CUST0413,Central,7,2020-02-20
CUST0414,West,11,2021-01-02
CUST0415,North,92,2021-11-11
CUST0416,Central,54,2022-04-23
CUST0417,South,87,2021-05-23
CUST0418,South,45,2021-06-30
CUST0419,Central,23,2020-11-22
CUST0420,West,28,2020-08-09
CUST0421,South,57,2022-02-22
CUST0422,West,26,2020-03-20
CUST0423,South,25,2022-08-21
CUST0424,South,54,2021-03-31
CUST0425,East,29,2021-02-12
CUST0426,South,83,2022-07-31
CUST0427,North,97,2021-12-17
CUST0428,Central,36,2021-09-17
CUST0429,Central,14,2021-04-11
CUST0430,West,78,2021-04-01
CUST0431,South,35,2020-02-18
CUST0432,North,30,2021-01-30
CUST0433,West,92,2022-03-27
CUST0434,East,17,2021-11-03
CUST0435,West,67,2021-07-24
CUST0436,West,80,2020-05-22
CUST0437,South,30,2021-07-25
CUST0438,East,93,2021-12-20
CUST0439,West,45,2022-11-09
CUST0440,North,79,2022-03-29
CUST0441,North,89,2023-01-03
CUST0442,Central,51,2021-11-09
CUST0443,East,47,2020-02-26
CUST0444,East,53,2020-08-24
CUST0445,Central,64,2021-06-18
CUST0446,West,38,2020-12-31
CUST0447,East,64,2023-04-04
CUST0448,North,87,2021-06-27
CUST0449,North,89,2020-03-19
CUST0450,South,7,2020-08-10
CUST0451,East,22,2023-05-06
CUST0452,West,81,2022-06-08
CUST0453,Central,82,2021-12-08
CUST0454,Central,41,2021-10-04
CUST0455,West,74,2022-06-12
CUST0456,South,10,2023-05-26
CUST0457,Central,57,2022-11-13
CUST0458,East,7,2020-08-24
CUST0459,South,50,2022-02-27
CUST0460,East,91,2023-03-26
CUST0461,North,52,2021-01-24
CUST0462,South,33,2021-06-05
CUST0463,Central,1,2020-03-31
CUST0464,South,53,2022-06-12
CUST0465,South,60,2020-01-04
CUST0466,South,34,2022-11-30
CUST0467,South,4,2023-01-07
CUST0468,East,17,2021-02-07
CUST0469,North,4,2022-01-15
CUST0470,West,43,2022-06-02
CUST0471,South,90,2020-05-23
CUST0472,Central,4,2021-11-07
CUST0473,South,1,2023-06-30
CUST0474,Central,71,2021-10-04
CUST0475,East,94,2020-09-12
CUST0476,Central,50,2021-09-07
CUST0477,West,73,2022-11-04
CUST0478,North,61,2021-09-25
CUST0479,Central,35,2022-04-16
CUST0480,Central,8,2021-10-30
CUST0481,North,24,2022-04-04
CUST0482,West,83,2021-08-28
CUST0483,South,36,2023-02-09
CUST0484,Central,50,2020-09-17
CUST0485,North,43,2021-01-27
CUST0486,East,27,2022-05-11
CUST0487,North,32,2022-02-15
CUST0488,East,78,2020-12-22
CUST0489,West,18,2023-06-14
CUST0490,South,28,2023-03-11
CUST0491,North,29,2021-09-08
CUST0492,Central,16,2022-04-11
CUST0493,West,99,2023-01-27
CUST0494,North,47,2020-01-01
CUST0495,Central,59,2021-09-14
CUST0496,North,31,2021-08-10
CUST0497,East,4,2021-03-06
CUST0498,North,37,2022-05-30
CUST0499,North,17,2023-04-02
CUST0500,North,39,2023-05-27
CUST0501,West,48,2021-10-21
CUST0502,North,46,2022-08-10
CUST0503,Central,90,2022-06-23
CUST0504,East,48,2022-06-24
CUST0505,East,39,2021-03-13
CUST0506,North,4,2022-11-12
CUST0507,West,30,2022-08-27
CUST0508,West,30,2020-12-13
CUST0509,Central,22,2020-06-22
CUST0510,North,75,2021-08-04
CUST0511,East,66,2022-11-21
CUST0512,West,12,2023-07-20
CUST0513,North,94,2023-06-22
CUST0514,West,36,2021-11-17
CUST0515,West,18,2020-07-10
CUST0516,East,90,2021-04-26
CUST0517,South,53,2021-09-27
CUST0518,Central,71,2021-04-05
CUST0519,Central,1,2021-02-11
CUST0520,East,58,2020-10-28
CUST0521,West,90,2020-02-20
CUST0522,North,87,2020-04-04
CUST0523,West,90,2021-05-16
CUST0524,East,6,2022-08-31
CUST0525,Central,70,2023-06-05
CUST0526,West,44,2020-05-29
CUST0527,Central,72,2022-07-21
CUST0528,North,24,2022-04-28
CUST0529,Central,86,2023-07-13
CUST0530,Central,19,2023-03-24
CUST0531,South,18,2021-02-02
CUST0532,South,95,2022-02-25
CUST0533,South,30,2022-10-09
CUST0534,Central,42,2022-03-29
CUST0535,East,33,2021-05-14
CUST0536,Central,74,2020-10-29
CUST0537,East,12,2020-01-12
CUST0538,East,94,2020-08-06
CUST0539,South,27,2022-05-20
CUST0540,West,39,2021-03-24
CUST0541,North,9,2020-12-26
CUST0542,South,21,2022-11-26
CUST0543,South,76,2022-08-09
CUST0544,West,29,2020-04-12
CUST0545,North,33,2023-02-15
CUST0546,Central,62,2021-05-25
CUST0547,Central,15,2020-09-05
CUST0548,South,2,2022-07-23
CUST0549,North,52,2020-09-30
CUST0550,South,44,2022-08-09
CUST0551,East,54,2022-12-23
CUST0552,South,18,2023-02-18
CUST0553,South,3,2023-05-04
CUST0554,Central,7,2021-10-11
CUST0555,Central,43,2022-06-25
CUST0556,Central,82,2023-06-08
CUST0557,East,38,2022-10-30
CUST0558,Central,37,2022-05-23
CUST0559,North,58,2023-01-27
CUST0560,West,33,2022-07-02
CUST0561,North,59,2020-11-21
CUST0562,North,95,2022-08-30
CUST0563,Central,11,2022-07-10
CUST0564,West,68,2021-06-14
CUST0565,West,82,2021-05-21
CUST0566,West,68,2021-07-21
CUST0567,East,98,2022-12-03
CUST0568,Central,93,2022-09-19
CUST0569,West,88,2023-07-07
CUST0570,East,22,2021-05-04
CUST0571,South,66,2021-07-16
CUST0572,South,44,2022-06-19
CUST0573,East,6,2020-06-07
CUST0574,East,42,2021-08-08
CUST0575,Central,25,2021-04-25
CUST0576,Central,57,2021-07-10
CUST0577,South,85,2021-11-18
CUST0578,West,55,2021-10-16
CUST0579,South,16,2023-01-11
CUST0580,West,95,2020-06-14
CUST0581,West,14,2020-10-10
CUST0582,Central,39,2020-11-04
CUST0583,North,28,2021-04-18
CUST0584,North,96,2022-02-23
CUST0585,East,92,2020-11-08
CUST0586,Central,51,2021-03-14
CUST0587,West,49,2020-05-11
CUST0588,North,9,2022-04-29
CUST0589,West,58,2022-04-14
CUST0590,North,45,2021-11-08
CUST0591,North,22,2023-01-16
CUST0592,North,32,2022-08-12
CUST0593,Central,69,2022-05-01
CUST0594,South,87,2020-05-07
CUST0595,West,69,2021-02-27
CUST0596,Central,42,2022-05-10
CUST0597,Central,53,2022-03-08
CUST0598,Central,96,2023-04-11
CUST0599,Central,59,2020-02-10
CUST0600,Central,74,2023-03-25
CUST0601,East,39,2022-02-18
CUST0602,West,15,2022-09-03
CUST0603,Central,71,2020-01-13
CUST0604,West,29,2021-12-21
CUST0605,East,3,2021-09-03
CUST0606,East,83,2022-03-09
CUST0607,West,10,2022-05-08
CUST0608,North,92,2023-01-07
CUST0609,South,29,2023-01-23
CUST0610,North,79,2023-05-20
CUST0611,North,35,2021-03-27
CUST0612,North,6,2022-09-26
CUST0613,Central,12,2021-03-25
CUST0614,East,38,2021-07-12
CUST0615,North,77,2022-06-11
CUST0616,East,93,2022-09-21
CUST0617,West,19,2020-02-29
CUST0618,South,67,2022-03-07
CUST0619,West,8,2021-11-19
CUST0620,West,8,2022-04-08
CUST0621,Central,84,2020-12-04
CUST0622,South,47,2022-08-15
CUST0623,West,4,2020-09-18
CUST0624,West,51,2023-06-28
CUST0625,South,85,2022-12-29
CUST0626,South,67,2020-02-25
CUST0627,West,45,2022-03-17
CUST0628,South,8,2023-04-27
CUST0629,West,87,2023-03-01
CUST0630,West,16,2020-02-25
CUST0631,Central,77,2020-06-20
CUST0632,North,67,2022-05-27
CUST0633,West,9,2020-10-04
CUST0634,East,60,2022-08-03
CUST0635,North,78,2021-01-07
CUST0636,North,77,2020-04-12
CUST0637,North,71,2021-06-16
CUST0638,Central,15,2022-02-15
CUST0639,West,71,2021-11-01
CUST0640,Central,98,2021-03-09
CUST0641,West,41,2022-07-20
CUST0642,Central,22,2021-10-31
CUST0643,Central,24,2021-11-22
CUST0644,East,44,2022-02-15
CUST0645,Central,1,2021-07-23
CUST0646,South,10,2022-05-13
CUST0647,East,80,2021-05-31
CUST0648,Central,72,2020-06-16
CUST0649,North,56,2022-08-21
CUST0650,South,89,2020-02-09
CUST0651,South,50,2023-01-09
CUST0652,South,12,2020-04-16
CUST0653,East,89,2021-12-17
CUST0654,Central,81,2021-04-04
CUST0655,Central,60,2020-05-20
CUST0656,North,26,2020-03-23
CUST0657,North,78,2020-03-04
CUST0658,South,41,2021-05-21
CUST0659,North,36,2021-02-12
CUST0660,East,23,2020-02-11
CUST0661,Central,43,2023-06-26
CUST0662,South,6,2020-11-08
CUST0663,North,69,2021-05-03
CUST0664,East,43,2020-09-15
CUST0665,East,25,2022-08-27
CUST0666,North,18,2020-08-22
CUST0667,Central,62,2023-03-01
CUST0668,North,13,2021-03-22
CUST0669,South,43,2022-08-10
CUST0670,North,78,2021-06-08
CUST0671,East,28,2022-01-25
CUST0672,North,18,2020-12-09
CUST0673,Central,59,2023-05-25
CUST0674,West,60,2023-05-28
CUST0675,North,63,2020-08-22
CUST0676,Central,57,2020-12-01
CUST0677,Central,92,2021-09-29
CUST0678,East,51,2020-08-09
CUST0679,Central,56,2023-03-31
CUST0680,Central,27,2020-02-22
CUST0681,Central,32,2021-09-30
CUST0682,Central,9,2023-03-25
CUST0683,South,96,2022-02-07
CUST0684,South,84,2022-03-23
CUST0685,East,92,2021-02-10
CUST0686,North,97,2020-06-04
CUST0687,Central,68,2023-04-27
CUST0688,North,46,2023-07-08
CUST0689,North,98,2021-05-12
CUST0690,East,67,2020-07-27
CUST0691,Central,26,2021-09-09
CUST0692,Central,8,2023-05-14
CUST0693,West,6,2020-09-04
CUST0694,North,80,2023-03-05
CUST0695,North,24,2020-03-25
CUST0696,South,48,2021-12-12
CUST0697,West,94,2022-12-27
CUST0698,South,45,2022-05-27
CUST0699,South,13,2022-01-28
CUST0700,South,69,2020-05-21
CUST0701,East,25,2022-11-02
CUST0702,East,20,2021-11-29
CUST0703,South,82,2020-01-26
CUST0704,West,82,2022-05-10
CUST0705,North,66,2022-09-30
CUST0706,West,74,2020-08-04
CUST0707,Central,45,2022-06-06
CUST0708,East,47,2022-01-11
CUST0709,North,63,2022-07-30
CUST0710,North,76,2020-11-09
CUST0711,Central,77,2022-06-10
CUST0712,Central,55,2020-12-26
CUST0713,South,75,2022-12-04
CUST0714,East,19,2021-07-07
CUST0715,East,35,2023-06-15
CUST0716,West,53,2023-01-07
CUST0717,South,26,2022-09-17
CUST0718,South,14,2022-08-10
CUST0719,South,45,2022-06-11
CUST0720,South,44,2023-04-28
CUST0721,East,88,2021-07-03
CUST0722,East,65,2021-10-22
CUST0723,South,51,2021-05-17
CUST0724,West,43,2020-06-26
CUST0725,North,86,2021-07-25
CUST0726,North,23,2022-07-12
CUST0727,West,56,2021-05-14
CUST0728,South,19,2022-08-09
CUST0729,East,82,2023-03-13
CUST0730,North,76,2023-06-03
CUST0731,Central,55,2022-02-15
CUST0732,Central,92,2021-11-19
CUST0733,West,92,2020-02-28
CUST0734,South,60,2022-10-09
CUST0735,North,59,2021-10-27
CUST0736,South,33,2021-01-07
CUST0737,North,19,2022-09-25
CUST0738,West,28,2021-03-10
CUST0739,West,52,2021-12-27
CUST0740,Central,49,2021-06-13
CUST0741,South,37,2021-11-28
CUST0742,Central,26,2021-07-26
CUST0743,South,99,2023-05-05
CUST0744,Central,98,2021-07-19
CUST0745,East,99,2023-02-12
CUST0746,East,40,2020-01-21
CUST0747,East,80,2022-11-24
CUST0748,East,38,2021-01-26
CUST0749,North,77,2020-06-24
CUST0750,East,87,2021-05-09
CUST0751,West,54,2022-04-12
CUST0752,West,22,2022-09-27
CUST0753,North,16,2023-02-11
CUST0754,East,28,2021-05-07
CUST0755,East,35,2022-09-02
CUST0756,East,60,2022-10-02
CUST0757,Central,45,2022-07-06
CUST0758,South,46,2020-02-05
CUST0759,Central,72,2020-07-09
CUST0760,South,55,2021-08-25
CUST0761,East,86,2021-03-29
CUST0762,East,85,2022-04-08
CUST0763,Central,26,2021-05-13
CUST0764,Central,85,2021-09-19
CUST0765,South,25,2023-04-06
CUST0766,West,65,2022-01-25
CUST0767,South,6,2022-08-27
CUST0768,Central,23,2023-02-07
CUST0769,Central,64,2022-12-23
CUST0770,North,87,2021-12-05
CUST0771,Central,43,2022-05-21
CUST0772,North,23,2023-02-01
CUST0773,West,96,2021-11-08
CUST0774,South,30,2021-12-21
CUST0775,South,77,2022-07-18
CUST0776,North,18,2021-07-08
CUST0777,South,87,2021-09-19
CUST0778,Central,79,2021-05-29
CUST0779,East,97,2021-04-17
CUST0780,North,21,2020-09-04
CUST0781,South,57,2021-01-29
CUST0782,North,23,2021-10-08
CUST0783,North,91,2020-09-01
CUST0784,East,45,2023-01-02
CUST0785,Central,44,2021-01-14
CUST0786,North,82,2021-01-27
CUST0787,South,88,2021-03-19
CUST0788,West,47,2022-09-18
CUST0789,North,40,2021-07-20
CUST0790,North,51,2023-04-22
CUST0791,East,42,2022-12-10
CUST0792,Central,7,2023-05-07
CUST0793,West,50,2021-08-02
CUST0794,South,48,2020-07-24
CUST0795,West,84,2021-02-01
CUST0796,South,91,2021-08-29
CUST0797,Central,6,2021-04-10
CUST0798,South,91,2022-01-09
CUST0799,East,9,2021-01-02
CUST0800,East,57,2021-09-11
CUST0801,East,31,2020-01-29
CUST0802,East,21,2022-12-29
CUST0803,West,90,2020-09-16
CUST0804,Central,40,2021-07-15
CUST0805,South,45,2020-04-03
CUST0806,South,77,2020-04-21
CUST0807,East,49,2023-02-07
CUST0808,East,87,2021-08-21
CUST0809,North,20,2020-09-15
CUST0810,Central,92,2022-10-02
CUST0811,West,17,2020-07-29
